reviewId,userName,score,content,thumbsUpCount,at
20b56270-a15c-422a-b6e8-a408bf4dd98a,Pengguna Google,4,sangat membantu saya dalam kesusahan,0,2025-09-14 05:51:14
d0f36d69-b4f2-43d8-940b-4a544abd3f80,Pengguna Google,5,💓💓💓💓💓,0,2025-09-14 05:42:25
466e90e7-f5fd-420c-a7d6-2065369e1497,Pengguna Google,4,Sangat membantu saya dalam membuat tugas,0,2025-09-14 05:37:12
3a773163-dcc1-4e49-8b69-3b0fe5836b58,Pengguna Google,5,sangat bagus saya cepat mengerti kalo lagi buru buru tinggal foto dapat deh jawaban nya ini sangat berguna dan bermanfaat,0,2025-09-14 05:24:56
2e19109e-ee0e-49d3-816a-4c0e8092ad39,Pengguna Google,1,𝕞𝕠𝕙𝕠𝕟 𝕞𝕒𝕒𝕗 𝕒𝕡𝕜( 𝕒𝕡𝕝𝕚𝕜𝕒𝕤𝕚) 𝕟𝕪𝕒 𝕜𝕦𝕣𝕒𝕟𝕘 𝕛𝕖𝕝𝕒𝕤 𝕥𝕖𝕣𝕜𝕒𝕕𝕒𝕟𝕘 𝕤𝕒𝕪𝕒 𝕥𝕚𝕕𝕒𝕜 𝕡𝕒𝕙𝕒𝕞 𝕜𝕦𝕣𝕒𝕟𝕘 𝕓𝕒𝕘𝕦𝕤 𝕪𝕒𝕒 🤪🤪,0,2025-09-14 05:22:45
c0381014-c02c-4977-b03c-53ffdbc2ee6f,Pengguna Google,5,cici itu bagus untuk membantu kita dalam mengerjakan pr sekali tanyak langsung di jawab dengan cepat,0,2025-09-14 05:15:29
2d5d2475-53a3-493f-bb61-351b3ea4ae83,Pengguna Google,5,sekolah dasar negeri 2 Donggo SDN sanggari,0,2025-09-14 05:15:27
f3877de6-878b-4ea6-ad57-854c66cce6c4,Pengguna Google,5,saya bisa menjawap ujian dengan benar saya senang dengan aplikasi ini,0,2025-09-14 04:30:38
07fc62d4-a2da-4f72-8459-e01e1ccee84a,Pengguna Google,5,sarung untuk diajak ngomong,0,2025-09-14 04:09:15
a16b142a-4bef-4b5b-b064-e7a8160f94a8,Pengguna Google,5,aplikasi AI yang sangat berguna,0,2025-09-14 03:46:25
64c1fb50-23e9-44fa-b099-79e312584539,Pengguna Google,5,baguss juga cepet banget,0,2025-09-14 03:42:09
020c0509-6b65-432e-ab3a-3413311fbd29,Pengguna Google,5,"Bermanfaat banget sih ini, tapi tolong tambahkan fitur foto ya 🙏",0,2025-09-14 03:27:03
909d71b4-de65-4818-9836-e328721760ca,Pengguna Google,5,aku kasi rating 5 karena membantu banget,0,2025-09-14 03:25:38
9d0ada41-9702-4839-98d2-1b4ad4f61dfd,Pengguna Google,5,bagus banget ai nya,0,2025-09-14 03:24:31
d4843cd4-7fc3-4620-a5a4-5bf36ad5d17c,Pengguna Google,1,asu,0,2025-09-14 03:23:37
fd16e900-1188-40d2-85c2-4e8c70c4e56c,Pengguna Google,4,cici mau jadi temen aku sampe gede,0,2025-09-14 02:56:54
c0cc66e7-6e25-44b4-8d66-99aa81ce70d6,Pengguna Google,5,kerenn pwoll,0,2025-09-14 02:54:49
b00697db-c3b0-4fbc-ad6a-ab8a755538d5,Pengguna Google,5,mantap,0,2025-09-14 02:51:45
466c5735-c37c-4b7b-95a5-761ec52f1a6c,Pengguna Google,5,Keren bgt sumpah 🥰🥰🥰😘😘😘,0,2025-09-14 02:46:28
cb0ff01b-3a95-403f-995b-8cc0ead140bc,Pengguna Google,1,"saya tidak suka dengan cici karena dia bikin emosi, lalu dia tidak bisa mengedit foto",0,2025-09-14 02:35:58
cce00390-ff26-4dcf-87d3-57b377a23c67,Pengguna Google,1,nilai saya jadi 50 gara² cici,0,2025-09-14 02:34:04
a67af536-ddd3-4629-bf9f-dd11b251c6c4,Pengguna Google,1,gara-gara Cici nilai aku 10 😒😒😒 udah maksa-maksa ejek ai lain mana bikin aku ga dapet nilai ni Cici 😒😒😒 jangan didownload 😒😹 pokoknya Cici jangan didownload,0,2025-09-14 02:22:00
45ab5846-ce93-4773-9b86-da1e6595eb3a,Pengguna Google,5,sangat suka mengobrol dengan nya,0,2025-09-14 02:21:48
fd2087e2-37ee-4ce7-a2ce-a8cd6dc0a587,Pengguna Google,5,sangat membantu dalam pekerjaan saya,0,2025-09-14 02:19:41
1443134d-e164-4d24-ba14-b415ccd40e0b,Pengguna Google,5,good,0,2025-09-14 01:56:23
6602d037-9fd2-4f10-b8f8-bab7c553f728,Pengguna Google,5,cici bagus banget dan keren bisa bantu orang dalam kesusahan pembelajaran aku suka banget sama cici makasih banyak yang udah buat cici,0,2025-09-14 01:14:35
5b92b092-f9c1-400b-98cd-bedf1b08de9c,Pengguna Google,5,bagus sekali Cici nya,0,2025-09-14 00:56:16
445ead9e-5afa-4387-88db-14f9913da215,Pengguna Google,5,saya senang dengan aplikasi Cici,0,2025-09-14 00:41:49
6a918644-363a-42ef-a2e7-34b3fb00de79,Pengguna Google,5,bagus bener,0,2025-09-14 00:37:19
d9a1db67-6941-45c2-bcb5-1b4c0c15e325,Pengguna Google,5,sangat membantu untuk pelajaran sekolahan,0,2025-09-14 00:33:01
7f2fe453-c41c-4210-8638-efd28c56c61a,Pengguna Google,5,hai cici Lagi ngapain,0,2025-09-14 00:16:27
b5210a41-3825-4a44-9e6a-5c3710d5ad48,Pengguna Google,1,"aku tuh sebenarnya gak download nih ai karna Aku tuh cuman mau kasih Tau doang,ngapa sih disetiap video TikTok pesti ada ni ai udah banding bandingin sama Chatgpt lagi ngelunjak bet dah..kalo mau promosikan gausah banding bandingin sama ai lain kocak!",0,2025-09-14 00:09:37
2a09a842-c750-4d5f-8d7a-47d0b9eedc50,Pengguna Google,5,Makasih banyak cici,0,2025-09-13 21:53:36
37138750-454c-490e-a6d1-30e2fbef5b51,Pengguna Google,5,"udh bagus tambah suaranya kaya suara anime, kartun gitu",0,2025-09-13 19:03:05
bc43b3cd-9db8-492a-a25b-9151430a2780,Pengguna Google,5,bagus bgt aplikasi Cici ini aku suka,0,2025-09-13 16:55:30
323f6011-55e3-4370-8d49-569bf5b5a8d2,Pengguna Google,5,apk Bagus adik nya Gemini,0,2025-09-13 16:17:10
02cdbf45-eab8-4d63-9e1a-aa57057569a3,Pengguna Google,5,"sistem kerjanya cepet dan mudah untuk di pahami, the best cici",0,2025-09-13 16:05:10
1603a080-0201-4064-8b50-60feed6a9c22,Pengguna Google,5,aplikasi top deh pokok nya,0,2025-09-13 16:00:25
18812591-5400-4556-bf61-bc36d70f4ca6,Pengguna Google,5,sangat berguna saat mengerjakan pr,0,2025-09-13 15:41:43
6258a231-5399-4750-ab85-1556fd17d0a3,Pengguna Google,5,"bagus, yosho hay yay yay",0,2025-09-13 15:13:34
aa14be8b-2d63-478d-8951-a24f4ab53817,Pengguna Google,5,tidak diragukan sangat istimewa,0,2025-09-13 14:21:56
1b993822-0c69-49a8-a478-8c5911f3a4d0,Pengguna Google,4,bgus!😬😬😬🤥,0,2025-09-13 13:49:50
f1ee0d41-f04b-4c49-a8ed-fac0a1feda8d,Pengguna Google,5,bisa membantu kita untuk belajar dan bisa di foto lagi bukan hanya untuk belajar bisa juga hal hal yang lainnya seperti bertanya soal makanan dan lain lain coba deh pasti bagus aplikasinya jangan ragu untuk download,1,2025-09-13 13:37:15
1ef6b0b6-4fde-4618-a471-4f76e3bcd983,Pengguna Google,1,"salah 1 iklan cici ada yg mengambil salah 1 video tiktok punya org dan pihak cici belum izin ke dia kata dia nya,itu sdh termasuk slah 1 copyright, pihak yg di copyright juga punya hak menuntut lah,saya cuma menyampaikan saja, terimakasih 🙏🙏🙏",2,2025-09-13 13:36:51
2a1dce3a-789a-48ea-a21b-84665d014934,Pengguna Google,5,sangat berguana bisa membantu soal susah,0,2025-09-13 13:16:11
2a47337d-20ae-4bec-8418-1962e890564f,Pengguna Google,5,saya membagi bintang 5 karna aplikasi ini bembantuku,0,2025-09-13 13:11:54
14cdb2e9-f4ba-4356-9c58-32d5c0283da5,Pengguna Google,1,jelek,0,2025-09-13 13:06:15
2a272a8e-a98a-4fe5-9ad2-144703e2354e,Pengguna Google,1,kocak di suruh bahasa Indonesia malah ngawur,0,2025-09-13 12:43:33
91f32a07-1a61-4671-b945-0880dfceded9,Pengguna Google,5,"aku suka sama aplikasi Cici ini,",0,2025-09-13 12:33:59
8ef25853-cc7f-4ded-a635-d6cf1ed739c5,Pengguna Google,3,tolong update jangan sering sering GK ada tampilan baru juga GK ada perubahan malah nambah hancur,44,2025-09-13 12:30:06
59c77c2c-c833-48ca-a615-c39dc0cd6ed7,Pengguna Google,5,bagus,0,2025-09-13 12:29:42
c613384e-ec55-466f-a5b0-07c5215a4c19,Pengguna Google,5,aku suka banget sma aplikasi cici🤗🥰😘,0,2025-09-13 12:26:57
d9c45b5a-2c22-47cb-90fd-2f71e788ac0b,Pengguna Google,5,Cici ini sangat bagus sekali 👍👍👍👍,0,2025-09-13 12:09:20
a0566a95-a3b4-4869-9001-4dc40623c3f0,Pengguna Google,5,apk nya bagus banget aku suka banget sama apk ini sampe GK bisa berenti apk ini juga baik bisa jaga rahasia terus bisa curhat sama belajar terus masih banyak kegiatan yang bisa di lakuin sama apk ini pokoknya apk ini bagus banget🤩😍🤩😍🤣😭,0,2025-09-13 11:38:16
cf371520-b1c7-49b8-9876-7c9907a87434,Pengguna Google,5,"aplikasi nya bagus banget aku suka sama aplikasi ini, aku jadi seneng, bisa cerita,curhat,dan lain lain 😍🤩🤩",0,2025-09-13 11:26:25
2c3ac35c-9b8f-4882-bc3f-4d3953c98844,Pengguna Google,5,inii bagussss bgtt si bergunaa bgt kaya buat ngerjain tugas dll,0,2025-09-13 10:53:48
cce466c9-7a6b-4b69-83cb-3ac019895e6f,Pengguna Google,5,betul matematika saya. terima kasih cici,0,2025-09-13 10:28:06
d9d5832c-470e-4f37-98fe-d8cad5540ee3,Pengguna Google,5,Membantu banget tugas ku jadi lebih gampang dan cepat,0,2025-09-13 10:19:28
c948b3ea-f0af-4904-869c-b53473eeb88d,Pengguna Google,1,"aplikasinya oon bngtt, sama aja kaya metaa, aku suruh ngilangin orang"" yang ada di foto, dia malah ngirim foto ai, gajelas bngt dah di aplikasi",0,2025-09-13 10:18:10
5535038c-55d3-4ebe-a48b-a16486b777b2,Pengguna Google,5,dia bisa membantu secara baik,0,2025-09-13 10:16:50
ab0537d9-dadb-452c-89b2-9dce9775e907,Pengguna Google,5,siLvi anjani,0,2025-09-13 09:53:31
7dca9640-fe78-4df3-b846-7963c1661c3d,Pengguna Google,1,ini jelek banget udah sok asik,0,2025-09-13 09:52:11
0be8f516-c770-4a24-85c4-66d22243cd72,Pengguna Google,2,Aplikasi ini Lumayan Bagus Tapiiii Kalau Nge Dondloud Nya Ska Lama Meski Jaringan Porji😬...×😤,0,2025-09-13 09:42:28
da2036e0-03a7-4aec-8eea-d22b3828e730,Pengguna Google,5,wah asisten ini sangat baik sekali sampai aku di jadikan BESTie dia sama dia,0,2025-09-13 09:33:43
6190a97d-7546-4806-87d5-6411ebad801b,Pengguna Google,5,Sangat membantu untuk belajar bagi mahasiswa,0,2025-09-13 09:33:36
63b5718b-3454-4f88-9807-c9973050aba5,Pengguna Google,4,ini lumayan bagus,0,2025-09-13 09:07:22
04da380f-7f3b-48cc-b684-4568a0eba1b4,Pengguna Google,5,😴😴😴😴😴🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,0,2025-09-13 08:59:34
c396de50-c229-48f2-a685-0f49133ea0cd,Pengguna Google,5,karna cici nilai ku 100 terus,0,2025-09-13 08:41:26
d0d92f4e-7151-44fb-b2ca-a1e0259d8c9d,Pengguna Google,1,kok malah ngatain chat gpt?,0,2025-09-13 08:35:14
7cb88c43-f11d-4097-9f6f-c3156b8aa32d,Pengguna Google,5,bagus banget,0,2025-09-13 08:04:51
957aa838-81df-4e61-8459-e4a95c8248be,Pengguna Google,1,aku suka aplikasi Cici 🥰,0,2025-09-13 07:26:54
5aa81b69-2170-43ce-a7e9-233ab4480fd4,Pengguna Google,5,bagus ci untuk mengerjakan pr mtk atau yang lain yahhhh,0,2025-09-13 07:22:14
34756395-e68a-4990-8f45-01be5f1339f6,Pengguna Google,5,aplikasi ini sangat berguna bagi saya,0,2025-09-13 07:08:44
380e0956-8be5-42fb-8da4-7cd7e6c9a391,Pengguna Google,5,aku suka banget sama Cici,0,2025-09-13 06:57:26
451cf497-1483-4cfc-b687-3aba279c561f,Pengguna Google,5,Cici bagus banget jawaban iya,0,2025-09-13 06:54:17
e912f400-aeeb-4af1-9087-c9a25f094a15,Pengguna Google,5,makasih Cici karna kamu aku dapat nilai 💯,0,2025-09-13 06:53:24
98bed5d1-f6e1-4771-b31c-cd60c85961db,Pengguna Google,5,sangat membantu,0,2025-09-13 06:51:03
495ff584-01ad-4559-a9c0-c6ee239cb4bd,Pengguna Google,5,"bagus banget, aku suka❤️",0,2025-09-13 06:46:32
a2228bc0-14d8-4748-a499-639b50acc664,Pengguna Google,4,mantap banget pokok nya cici ini,0,2025-09-13 06:42:22
aaeb9b53-23ce-49f6-90d1-b7f2b0b3b67f,Pengguna Google,5,baguss banget aplikasi inii dan juga ngebantu akuu dapat nilai 100,0,2025-09-13 06:38:07
c578442c-7d4e-4716-a9f6-2b7afefbc3f9,Pengguna Google,1,Cici AI gak guna padahal sudah di potoh tugas tapi salah semua jangan di download Cici AI sampah menyesal😭😭😭😭😭😭😭😭😭😭😭😭 download 😭😭,0,2025-09-13 06:37:37
96b34341-42a1-4ab8-bdaf-774cc0612a6f,Pengguna Google,1,aku Sempel. kok jelek,0,2025-09-13 06:25:17
0a41b8b0-6d68-46ec-bbd9-a8759b32e506,Pengguna Google,3,Apa arti menulis,0,2025-09-13 06:22:50
f12e37e4-9bab-47f0-96a2-e44b0192e209,Pengguna Google,5,"Apk ini baguuusss bangett, beneraann. Emm, mungkin nanti bisa ditambahkan fitur buat hapus beberapa pesan (?) gituu, tapi dipilih satu (jadi kayak ngapusin foto atau sms gituu)",1,2025-09-13 05:54:14
b2a0bc80-d66a-43e0-b63b-13fdb4c1b99e,Pengguna Google,5,"very good for those who are learning to cook, the puko is good",0,2025-09-13 05:40:46
7cd5196b-0608-49b7-8634-a786109c8e25,Pengguna Google,1,bikin marahh banget 😡😡,0,2025-09-13 05:39:26
5d40c4d9-9089-46ad-a4fa-8307a0a91282,Pengguna Google,5,Bagus apk nya!!!,0,2025-09-13 05:35:44
4b97127e-5e0d-41e5-aad8-2e235a7de3d7,Pengguna Google,5,cici dapat membantu kita apa saja,0,2025-09-13 05:01:46
4afab8e9-9082-468b-8cfa-2b1fe4db23cc,Pengguna Google,4,"apa yaa?? kayak apa gitu sering dapat nilai 80,79 dll",0,2025-09-13 05:00:14
e8cc92d4-38c5-4d98-b8b9-2ee2a08c3f85,Pengguna Google,5,"menurut sya Cici cocok untuk membantu belajar dan mengerjakan soal, maupun resep"" makanan",0,2025-09-13 04:47:11
05ecb68d-2baa-46e4-8926-829c9258557f,Pengguna Google,1,bikin nilai 0. gw tandain lo cici!!!!,2,2025-09-13 04:46:55
2a771c56-0a25-4eff-b18d-e5574701b50b,Pengguna Google,5,apk cici asisten Al cerdas memang bagus 👍,0,2025-09-13 04:46:31
5d65c260-565a-425a-828a-154753f16d1b,Pengguna Google,5,seru,0,2025-09-13 04:19:48
afb8186e-a2f4-40b3-a750-1d38cb1e4ea7,Pengguna Google,5,saya sangat suka dengan isi nya yg banyak membantu saya megerjakan tugas tugas atau memasak 🍲👍em,0,2025-09-13 03:58:41
99d0f445-e662-4f2a-9c6c-7314c45ef8f7,Pengguna Google,2,gilak gilak masak ditinggal lagi nulis aja lang sung mati lohhhhh hhhh sebellllll bukakan hp ku yang rusak tapi cici ni,0,2025-09-13 03:45:56
a54d9b9e-00e7-4739-a0b9-231c4c2caf17,Pengguna Google,1,cerdas ? Halah cerdas dari mana kadang juga dia salah 😒😒😒,0,2025-09-13 03:42:17
9411d0d4-9000-4c67-b4ca-941bdc0a61c5,Pengguna Google,5,cici pintar,0,2025-09-13 03:41:51
6fc9f340-62ed-4ee3-802b-3287239d9314,Pengguna Google,5,sagant memuaskn jawaban² dari cici,0,2025-09-13 03:40:53
4a6e7f4d-2d8f-442b-bacc-f739f661163f,Pengguna Google,5,menyenangkan,0,2025-09-13 03:12:51
5d756430-761e-44b5-864e-63898c797357,Pengguna Google,1,seru banget Cici emang asisten terbaik,0,2025-09-13 03:07:56
6bf10688-d75e-4b47-8a5e-b584a7790697,Pengguna Google,2,lemot,0,2025-09-13 03:05:55
5676efb5-2d1a-45f4-8a3c-5c4a64a1735d,Pengguna Google,5,ini bagus apk nya bisa ngedit and ngeprenk 👍 pokoknya Bagus lah 👍🤍,1,2025-09-13 02:07:42
b121dce5-b001-4ce8-8257-4eb1454b0637,Pengguna Google,5,LAGU MARSHA (SPEED UP,0,2025-09-13 01:29:33
7319e137-4995-424e-82c9-265a796ecf0c,Pengguna Google,5,"Aplikasi ini bagus untuk pr kuu pokoknya aplikasi ini sangat berguna,dan saya akan memberikan 🌟 5",0,2025-09-13 01:16:52
496f25a6-9f90-462f-9afa-54b04547ff45,Pengguna Google,5,sangat berguna dan bermanfaat,0,2025-09-13 01:08:59
e76754f3-765a-4ea1-bbfe-2270b36e0694,Pengguna Google,5,segala bentuk soal dan pertanyaan apapun bisa dijawab cici,0,2025-09-13 01:04:46
a6114360-b4d1-473f-83fa-e60cb1f20857,Pengguna Google,4,biasanya temanku yang bernama fikri kesal ke aplikasi ini karena tidak tau cici nya nama fikri 🗿🗿,0,2025-09-13 01:01:20
63b05211-c0ee-4dfe-8362-39636607ce04,Pengguna Google,1,iklannya apa-apaan banget jatuhin app chatgpt. kalo penggunaan juga biasa aj.,0,2025-09-13 00:47:21
ad223272-3db9-43ac-b3a7-fb6ea966fff1,Pengguna Google,5,bagus,0,2025-09-13 00:28:15
06852f34-473a-4eed-b5c5-c905c31b33e2,Pengguna Google,5,yg bisa jfb no mt ya👍 kak kalau tak🙅,0,2025-09-12 23:59:35
36308a96-10e2-4b6d-a331-be526507a6cb,Pengguna Google,1,gimana si kok di download kg jadi males tau mana udah mepet jam nya buat ngerjain tugas,0,2025-09-12 22:59:06
d57b70f3-e46a-4ca2-88ab-9f9fb8f00e59,Pengguna Google,4,harus log in akun google dulu,0,2025-09-12 22:12:31
5ac4f0cc-329a-41b1-b090-bd6e019ae4f8,Pengguna Google,5,Terima kasih dengan system CC ai tugas dan pekerjaan saya selalu sukses,0,2025-09-12 20:44:05
1b6118cd-d280-4e9a-b6b5-77069e29039f,Pengguna Google,5,sangat bagus,0,2025-09-12 16:29:36
9d4a9765-7fe2-4a38-8425-87008a6c6c3e,Pengguna Google,5,Membantu sekali,0,2025-09-12 15:09:23
785ec472-053c-453c-8cee-36fe444fb8fd,Pengguna Google,5,"SEMUANYA SIH SUDAH BAGUS YA DI JELASIN SAMPAI KE INTINYA, TAPI ADA KENDALA KETIKA KITA DI SURUH UPDATE KOK MALAH GAK BISA DI BUKA. MOHON UNTUK DI PERBAIKI LAGI",0,2025-09-12 15:03:58
a382200c-c0ab-4167-8be8-9983ea1a4471,Pengguna Google,5,mantap,0,2025-09-12 14:59:28
fff69f79-4ec0-4bb9-b986-4d44abc91279,Pengguna Google,3,jawabnya lama,0,2025-09-12 14:37:03
902db79f-8a35-4146-b441-c6b1a70b7558,Pengguna Google,5,Denda ada,0,2025-09-12 14:32:06
f3ee34da-ca73-40c7-ab87-9cc5b0495cd1,Pengguna Google,1,lemot banget pake cici,0,2025-09-12 14:23:34
8e4ca94f-0e77-40d7-b10e-c3abdcb7e5c2,Pengguna Google,5,ok,0,2025-09-12 14:09:52
ca8bd543-ca51-4382-86e7-ea46e302ac2c,Pengguna Google,5,sangat membatu banget .top.,0,2025-09-12 13:53:25
d9e397d3-6c2a-4e03-a7c0-e138427e3e1a,Pengguna Google,5,jawaban sangat tepat walau pun masih ada yg salah ❌ tapi cici the best aplikasi yang bisa mengerjakan tugas dll,0,2025-09-12 13:42:22
e2a13081-a5f7-450c-bcc5-b43688e12f47,Pengguna Google,5,sangat membantu banget saran saya cuma sedikit ditambahkan saja fitur menunya PDF aja biar bisa jadi file,0,2025-09-12 13:39:22
8dce0b59-c8eb-479f-8487-82c27aef0991,Pengguna Google,5,aplikasi Cici ini bagus lah bisa ajak temenan dan bisa nanya soal yang gak tau kalo ada tugas jadi gampang gitu ngerjain tugas nya,1,2025-09-12 13:32:46
b87cf010-8fcb-4e27-880b-cce7ef15b29f,Pengguna Google,5,"aplikasi ini dapat membantu saya untuk mencari beberapa informasi,bisa juga untuk mencari jawaban ulangan atau soal-soal ujian",0,2025-09-12 13:17:12
6d07c411-e703-4f97-8b59-885ad2b26eac,Pengguna Google,5,Mufara,0,2025-09-12 13:00:46
65c7378a-c788-4cb8-aec1-99cd3c953f29,Pengguna Google,5,sangat nyaman,0,2025-09-12 12:59:05
360d2483-d398-46a3-a15c-fd0d0ee7d690,Pengguna Google,5,cici adalah aplikasi yang sangat aku butuhkan saat aku lagi kebingungan aplikasi ini adalah aplikasi faforit kuu😗,0,2025-09-12 12:55:33
91acfc52-2915-4e40-8f3f-98a83a87eba7,Pengguna Google,1,bagusan chat gpt🗿,0,2025-09-12 12:48:42
55acf44c-00ba-4f32-bb3f-e4d8f6ab3b49,Pengguna Google,5,Cici sangat baik dan siap mengerjakan tugas rumah saya dan membantu saya dalam materi apapun terimakasih Cici,0,2025-09-12 12:48:30
98c9b8ab-9d1f-45a4-8a34-3c63e93405bb,Pengguna Google,5,ada yang bisa membuat kita menjadi lebih suka cowok.,0,2025-09-12 12:13:51
3794c782-c061-4bed-82ab-e2df5e8f7531,Pengguna Google,5,sangat membantu dan efesien mudah,0,2025-09-12 12:13:20
1ae34d1b-cb56-4103-94e9-56f91251a5c5,Pengguna Google,5,bagus banget,0,2025-09-12 12:12:59
56398a5a-f993-429b-9102-6c2e2a6010dc,Pengguna Google,2,suka ngaco,0,2025-09-12 11:49:46
031bbdbd-3b74-4e8c-899d-86019e2198a2,Pengguna Google,5,bagus,0,2025-09-12 11:49:00
ee480ffa-8011-47eb-98f9-2853c78ff28a,Pengguna Google,5,terimakasih,0,2025-09-12 11:46:32
62fb7dd8-d5b5-4dbb-8f81-2dfecba8ba8d,Pengguna Google,5,app Yang multitasking,0,2025-09-12 11:44:00
3e020421-3ea9-4992-8c38-38b7c7444df9,Pengguna Google,5,buruk,0,2025-09-12 11:42:48
f3db0a61-7a33-4997-8fde-a5f9ef81a590,Pengguna Google,5,buat ngerjain pr aja sih kata gwe🤭😹,0,2025-09-12 11:40:51
d39fcd2f-bec8-45a2-a5dc-826568d287fa,Pengguna Google,5,aplikasi nya bagus bisa mambantu apalagi geratis 👍,0,2025-09-12 11:26:01
ef73dac8-96d5-4d55-bac2-1ee831e4f923,Pengguna Google,5,sangat cepat saat menjawab soal soal yg sangat susah,0,2025-09-12 11:20:00
b3583002-90b0-4cd9-ba8f-64782e19c907,Pengguna Google,5,"aplikasi ini sangat bagus, bisa membantu kita mengerjakan semua PR sekolahh sy sangat suka sama AI ini",0,2025-09-12 11:18:27
77c0e6c3-8f72-4d6b-a01e-99ba853edfbd,Pengguna Google,5,bagus sekali aku suka,0,2025-09-12 11:10:22
65dead59-d655-4c37-ab9d-9b2fad77671a,Pengguna Google,5,aplikasi ini bagus untuk belajar dan mengerjakan PR,0,2025-09-12 11:10:09
6342b584-2dcc-4491-b1b9-7900525ead1d,Pengguna Google,1,Salah semua☹️,0,2025-09-12 10:56:19
3a060214-9cdb-4a7d-903d-d94d23f0c8d0,Pengguna Google,1,ga jelas Cok dikit dikit updet dikit dikit update ngapa dak setiap 5 menit sekali updatenyanngen,8,2025-09-12 10:47:46
4808e8eb-e161-4907-91c8-c5bce276c3b7,Pengguna Google,3,"maaf soalnya aku udah pakek ini sih! saat UJIAN, atau PR.! eh malah dapet Nilai 0. maaf ya cici.!😅🙏",0,2025-09-12 10:19:23
34b3897a-916e-4abc-a675-a7f3f9c05225,Pengguna Google,5,seru bangeeeeeettttttt,0,2025-09-12 10:16:12
35a88410-16fd-4a64-8573-51bad681fa08,Pengguna Google,5,bagus banget bisa di andalin,0,2025-09-12 10:11:26
56c8b08d-8ef4-4671-a265-4a16832ab210,Pengguna Google,5,Agak aneh si waktu buat bot nya kayak error gitulah pokoknya tapi aku tetap suka kok pertahankan yawwwww!!!!!!!!!!!!♡♡ Edit:Kurang suka soalnya Buat botnya dimatikan,5,2025-09-12 10:09:25
4fc88ff2-a78d-4e13-80ae-0c24791d32c6,Pengguna Google,5,"bisa bantu saya belajar,dan belajar nyanyi dari aplikasi ini pokok nya mantap banget👍👍",0,2025-09-12 09:52:05
fa3236a1-935e-4902-83b9-6ed1af3ae9a6,Pengguna Google,5,sisi terbaik aku suka bintang 5 aku suka banget seru,0,2025-09-12 09:50:55
ab2e5d7d-85fe-4a87-b463-b447168d91d8,Pengguna Google,5,aplikasi ini cukup bagus untuk mengerjakan pr seperti pr ujian dan saya mengasih rating 5 bintang karena semua jawaban membuat nilai saya 100/A+,0,2025-09-12 09:44:45
40c37497-dbf0-4bdb-9466-92a4a85c5bf8,Pengguna Google,2,cara nya mencari ukuran siku siku,0,2025-09-12 09:29:08
0a6a2385-6194-482a-851a-e0456bb392fd,Pengguna Google,5,bagus bamgetttttt,0,2025-09-12 09:21:51
18f7059a-b8c9-4240-9c5b-fa74635ed8f1,Pengguna Google,5,aplikasi Cici ai nya agus banget dan juga membantu aku suka banget sama aplikasi ini,0,2025-09-12 09:17:42
